,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_rental,rasio_casual_registered
217,218,2011-08-06,fall,2011,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,0.5485034258925352
218,219,2011-08-07,fall,2011,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,0.521913952553277
219,220,2011-08-08,fall,2011,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,0.24310344827586206
220,221,2011-08-09,fall,2011,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,0.24546684709066305
221,222,2011-08-10,fall,2011,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,0.2268993839835729
222,223,2011-08-11,fall,2011,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,0.20402010050251257
223,224,2011-08-12,fall,2011,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,0.27270368448365334
224,225,2011-08-13,fall,2011,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,0.5684051398337112
225,226,2011-08-14,fall,2011,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,0.5390813859790492
226,227,2011-08-15,fall,2011,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,0.2175133314622509
227,228,2011-08-16,fall,2011,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,0.18006993006993008
228,229,2011-08-17,fall,2011,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,0.16592151018380527
229,230,2011-08-18,fall,2011,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,0.2018319646241314
230,231,2011-08-19,fall,2011,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,0.23748510131108463
231,232,2011-08-20,fall,2011,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,0.584070796460177
232,233,2011-08-21,fall,2011,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,0.4759908536585366
233,234,2011-08-22,fall,2011,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,0.21222929936305732
234,235,2011-08-23,fall,2011,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,0.2776332899869961
235,236,2011-08-24,fall,2011,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,0.2269791915809615
236,237,2011-08-25,fall,2011,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,0.1400064370775668
237,238,2011-08-26,fall,2011,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,0.1972771641407655
238,239,2011-08-27,fall,2011,8,0,6,0,2,0.68,0.635556,0.85,0.375617,226,889,1115,0.2542182227221597
239,240,2011-08-28,fall,2011,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,0.48475505310037686
240,241,2011-08-29,fall,2011,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,0.18668373879641487
241,242,2011-08-30,fall,2011,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775,4429,5204,0.17498306615488823
242,243,2011-08-31,fall,2011,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,0.1574370709382151
243,244,2011-09-01,fall,2011,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,0.18074792243767313
244,245,2011-09-02,fall,2011,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,0.22715472481827623
245,246,2011-09-03,fall,2011,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,0.7591212240094155
246,247,2011-09-04,fall,2011,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,1.0421661843737082
247,248,2011-09-05,fall,2011,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,0.5843971631205673
248,249,2011-09-06,fall,2011,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,0.08140462889066241
249,250,2011-09-07,fall,2011,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,0.06283280085197018
250,251,2011-09-08,fall,2011,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,0.0905861456483126
251,252,2011-09-09,fall,2011,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,0.13335465302206587
252,253,2011-09-10,fall,2011,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,0.48678720445062584
253,254,2011-09-11,fall,2011,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,0.47846469381775564
254,255,2011-09-12,fall,2011,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,0.1715137956748695
255,256,2011-09-13,fall,2011,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,0.172575086164451
256,257,2011-09-14,fall,2011,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,0.15635572740454326
257,258,2011-09-15,fall,2011,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,0.1324667285670071
258,259,2011-09-16,fall,2011,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,0.18466898954703834
259,260,2011-09-17,fall,2011,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,0.46603834904127395
260,261,2011-09-18,fall,2011,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,0.46319753509072237
261,262,2011-09-19,fall,2011,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,691,3848,4539,0.17957380457380456
262,263,2011-09-20,fall,2011,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,0.13674679987511706
263,264,2011-09-21,fall,2011,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,539,3813,4352,0.14135851035929714
264,265,2011-09-22,fall,2011,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,0.13089622641509435
265,266,2011-09-23,winter,2011,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,0.12072999532054282
266,267,2011-09-24,winter,2011,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,0.4869755963805868
267,268,2011-09-25,winter,2011,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,0.44547028274668204
268,269,2011-09-26,winter,2011,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,0.17334009123162697
269,270,2011-09-27,winter,2011,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,0.13093604172385398
270,271,2011-09-28,winter,2011,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,0.14006419608987453
271,272,2011-09-29,winter,2011,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,0.15599617773530816
272,273,2011-09-30,winter,2011,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,0.1898444647758463
273,274,2011-10-01,winter,2011,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,0.24628014366341713
274,275,2011-10-02,winter,2011,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,0.2675933970460469
275,276,2011-10-03,winter,2011,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,0.10185185185185185
276,277,2011-10-04,winter,2011,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,0.12241813602015113
277,278,2011-10-05,winter,2011,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,0.13100539020389032
278,279,2011-10-06,winter,2011,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,0.15487154629180805
279,280,2011-10-07,winter,2011,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,0.23513379583746283
280,281,2011-10-08,winter,2011,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,0.7041587901701323
281,282,2011-10-09,winter,2011,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,0.7697495183044316
282,283,2011-10-10,winter,2011,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,0.4202053844018873
283,284,2011-10-11,winter,2011,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,0.1712012320328542
284,285,2011-10-12,winter,2011,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,0.098681218735789
285,286,2011-10-13,winter,2011,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,0.11056042699199391
286,287,2011-10-14,winter,2011,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,0.16982343499197433
287,288,2011-10-15,winter,2011,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,0.5723327305605787
288,289,2011-10-16,winter,2011,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,0.5308229577892499
289,290,2011-10-17,winter,2011,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,0.18485869847031372
290,291,2011-10-18,winter,2011,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,0.15495013378739966
291,292,2011-10-19,winter,2011,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,0.11705069124423963
292,293,2011-10-20,winter,2011,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,0.1264769065520945
293,294,2011-10-21,winter,2011,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,0.18632855567805953
294,295,2011-10-22,winter,2011,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,0.5336418654325382
295,296,2011-10-23,winter,2011,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,0.5861694424330196
296,297,2011-10-24,winter,2011,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,0.200401376146789
297,298,2011-10-25,winter,2011,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,0.17409819639278556
298,299,2011-10-26,winter,2011,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,0.11575931232091691
299,300,2011-10-27,winter,2011,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,0.09921455146754857
300,301,2011-10-28,winter,2011,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,0.13855970829535097
301,302,2011-10-29,winter,2011,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,570,627,0.1
302,303,2011-10-30,winter,2011,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,0.3618152085036795
303,304,2011-10-31,winter,2011,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,0.10946477169640158
304,305,2011-11-01,winter,2011,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,0.11208310552214325
305,306,2011-11-02,winter,2011,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,0.09696016771488469
306,307,2011-11-03,winter,2011,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,0.08698030634573305
307,308,2011-11-04,winter,2011,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,0.13143176733780762
308,309,2011-11-05,winter,2011,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,0.41732851985559566
309,310,2011-11-06,winter,2011,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,0.3529847979236188
310,311,2011-11-07,winter,2011,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,0.10185690879300928
311,312,2011-11-08,winter,2011,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,0.09819796291459912
312,313,2011-11-09,winter,2011,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,0.08017875920084122
313,314,2011-11-10,winter,2011,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,0.06926722566532993
314,315,2011-11-11,winter,2011,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,0.15027322404371585
315,316,2011-11-12,winter,2011,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,0.4566618911174785
316,317,2011-11-13,winter,2011,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,0.37007003317360854
317,318,2011-11-14,winter,2011,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,0.15291698792084296
318,319,2011-11-15,winter,2011,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,0.1198611852642819
319,320,2011-11-16,winter,2011,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,0.0867224880382775
320,321,2011-11-17,winter,2011,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,0.04770075497597804
321,322,2011-11-18,winter,2011,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,0.07785192246584048
322,323,2011-11-19,winter,2011,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,0.3466911764705882
323,324,2011-11-20,winter,2011,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,0.2879619465788511
324,325,2011-11-21,winter,2011,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,0.08644400785854617
325,326,2011-11-22,winter,2011,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,0.044863459037711315
326,327,2011-11-23,winter,2011,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,0.045639771801140996
327,328,2011-11-24,winter,2011,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,0.5989304812834224
328,329,2011-11-25,winter,2011,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,0.6452563347083088
329,330,2011-11-26,winter,2011,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,0.6866410115448048
330,331,2011-11-27,winter,2011,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,0.3582485625829279
331,332,2011-11-28,winter,2011,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,0.070005534034311
332,333,2011-11-29,winter,2011,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,0.034066713981547196
333,334,2011-11-30,winter,2011,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,0.05489051094890511
334,335,2011-12-01,winter,2011,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,0.051339915373765865
335,336,2011-12-02,winter,2011,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,0.07298474945533769
336,337,2011-12-03,winter,2011,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,0.24277854195323245
337,338,2011-12-04,winter,2011,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,0.22237811294282708
338,339,2011-12-05,winter,2011,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,0.06512017887087758
339,340,2011-12-06,winter,2011,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,0.051053484602917344
340,341,2011-12-07,winter,2011,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,0.07633587786259542
341,342,2011-12-08,winter,2011,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,0.04728877679697352
342,343,2011-12-09,winter,2011,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,0.07770169693361119
343,344,2011-12-10,winter,2011,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,0.18675595238095238
344,345,2011-12-11,winter,2011,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,0.15934065934065933
345,346,2011-12-12,winter,2011,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,0.04515314177455005
346,347,2011-12-13,winter,2011,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,0.04602137767220903
347,348,2011-12-14,winter,2011,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,0.04997192588433464
348,349,2011-12-15,winter,2011,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,0.051303854875283446
349,350,2011-12-16,winter,2011,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,0.052368343630479555
350,351,2011-12-17,winter,2011,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,0.11160714285714286
351,352,2011-12-18,winter,2011,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,0.09950248756218906
352,353,2011-12-19,winter,2011,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,0.08272351256761057
353,354,2011-12-20,winter,2011,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,0.06112054329371817
354,355,2011-12-21,springer,2011,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,0.04191147669408539
355,356,2011-12-22,springer,2011,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,0.07990144315381907
356,357,2011-12-23,springer,2011,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,0.07966764418377321
357,358,2011-12-24,springer,2011,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,0.1810747663551402
358,359,2011-12-25,springer,2011,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,0.6718403547671841
359,360,2011-12-26,springer,2011,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,0.48478015783540024
360,361,2011-12-27,springer,2011,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,0.09726156751652502
361,362,2011-12-28,springer,2011,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,0.12457254518808011
362,363,2011-12-29,springer,2011,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,0.11710465652374366
363,364,2011-12-30,springer,2011,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,0.19577352472089316
364,365,2011-12-31,springer,2011,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,0.36538461538461536
365,366,2012-01-01,springer,2012,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,0.42661691542288555
366,367,2012-01-02,springer,2012,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,0.14294083186877563
367,368,2012-01-03,springer,2012,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,0.04145319049836982
368,369,2012-01-04,springer,2012,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,0.04179498460184778
369,370,2012-01-05,springer,2012,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,0.04469987228607918
370,371,2012-01-06,springer,2012,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,0.08098127143233975
371,372,2012-01-07,springer,2012,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,0.31005505650536075
372,373,2012-01-08,springer,2012,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,0.21196036801132342
373,374,2012-01-09,springer,2012,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,0.04669603524229075
374,375,2012-01-10,springer,2012,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,0.05051094890510949
375,376,2012-01-11,springer,2012,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,0.044124700239808155
376,377,2012-01-12,springer,2012,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,0.07027168234064786
377,378,2012-01-13,springer,2012,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,0.057236842105263155
378,379,2012-01-14,springer,2012,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,0.15416666666666667
379,380,2012-01-15,springer,2012,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,0.14010853478046373
380,381,2012-01-16,springer,2012,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,0.10427679000480539
381,382,2012-01-17,springer,2012,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,0.04522792022792023
382,383,2012-01-18,springer,2012,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,0.033363942454851546
383,384,2012-01-19,springer,2012,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,0.041113219481340925
384,385,2012-01-20,springer,2012,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,0.037729658792650916
385,386,2012-01-21,springer,2012,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,0.05429497568881685
386,387,2012-01-22,springer,2012,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,0.11005053340819765
387,388,2012-01-23,springer,2012,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,0.06340183646698731
388,389,2012-01-24,springer,2012,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,0.11256410256410257
389,390,2012-01-25,springer,2012,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,0.1227977912174599
390,391,2012-01-26,springer,2012,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,0.06369094231271208
391,392,2012-01-27,springer,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,0.08440539692500784
392,393,2012-01-28,springer,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,0.23860837438423646
393,394,2012-01-29,springer,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,0.20782122905027933
394,395,2012-01-30,springer,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,0.036020583190394515
395,396,2012-01-31,springer,2012,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,0.07741935483870968
396,397,2012-02-01,springer,2012,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,0.07111111111111111
397,398,2012-02-02,springer,2012,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,0.05320638476617194
398,399,2012-02-03,springer,2012,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,0.0807081489195522
399,400,2012-02-04,springer,2012,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,0.1568627450980392
400,401,2012-02-05,springer,2012,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,0.12095853936858121
401,402,2012-02-06,springer,2012,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,0.05757406372275014
402,403,2012-02-07,springer,2012,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,0.04765325670498084
403,404,2012-02-08,springer,2012,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,0.040475306349795764
404,405,2012-02-09,springer,2012,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,0.04445050449959095
405,406,2012-02-10,springer,2012,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,0.06298557158712542
406,407,2012-02-11,springer,2012,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,0.09711684370257967
407,408,2012-02-12,springer,2012,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,0.05013736263736264
408,409,2012-02-13,springer,2012,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,0.028245192307692308
409,410,2012-02-14,springer,2012,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,0.03564827039873251
410,411,2012-02-15,springer,2012,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,0.03500496524329692
411,412,2012-02-16,springer,2012,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,0.02524735585124531
412,413,2012-02-17,springer,2012,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,0.09172141918528252
413,414,2012-02-18,springer,2012,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,0.4977454040929587
414,415,2012-02-19,springer,2012,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,0.29840656687590533
415,416,2012-02-20,springer,2012,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,0.1910925009516559
416,417,2012-02-21,springer,2012,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,0.045102379634753734
417,418,2012-02-22,springer,2012,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,0.08997488010961406
418,419,2012-02-23,springer,2012,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,0.11350637923449186
419,420,2012-02-24,springer,2012,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,0.07590249922863314
420,421,2012-02-25,springer,2012,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,0.13126293995859215
421,422,2012-02-26,springer,2012,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,0.1791927627000696
422,423,2012-02-27,springer,2012,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,0.06217743917424429
423,424,2012-02-28,springer,2012,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,0.05539429124334785
424,425,2012-02-29,springer,2012,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,0.03674392312040701
425,426,2012-03-01,springer,2012,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,0.06966773847802786
426,427,2012-03-02,springer,2012,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,0.08344640434192672
427,428,2012-03-03,springer,2012,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,0.307395498392283
428,429,2012-03-04,springer,2012,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,0.2617029119056395
429,430,2012-03-05,springer,2012,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,0.06485623003194887
430,431,2012-03-06,springer,2012,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,0.059170013386880854
431,432,2012-03-07,springer,2012,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,0.09634255129348795
432,433,2012-03-08,springer,2012,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,0.09926470588235294
433,434,2012-03-09,springer,2012,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,0.10844250363901019
